
id,content,stars,conversation_id,reviewer_id
6703,"Lorem vitae cras pretium.",1,18931,51524
6704,"Purus curae a ante augue vel.",5,18931,3060
6705,"Etiam fames est metus sed parturient consequat.",5,18935,51522
6706,"Proin ipsum.",5,18936,51522
6707,"Justo vitae scelerisque nibh porttitor tortor porttitor donec ultrices proin curabitur.",5,18937,51522
6708,"Proin velit.",5,18937,3501
6709,"Risus massa litora rutrum viverra elit elementum ac sociis.",5,18941,51517
6710,"Fusce donec lectus.",5,18947,51514
6711,"Dolor metus leo.",2,18947,3901
6712,"Velit donec sociis ve faucibus eni quam orci vestibulum nisi mollis aptent.",1,18948,51513
6713,"Felis risus maecenas augue taciti molestie orci eni ipsum.",5,18949,51513
6714,"Morbi massa faucibus elementum a per imperdiet.",1,18951,51511
6715,"Curae dolor mattis.",5,18951,1501
6716,"Netus velit natoque porta elit felis consequat cum consectetuer ut quisque nibh in urna fringilla consectetuer vestibulum enim.",5,18956,51509
6717,"Proin curae ornare augue parturient ultrices nisl.",5,18958,51508
6718,"Dolor nulla ullamcorper suscipit elementum.",5,18959,51508
6719,"Neque class nec diam urna lacus augue luctus risus adipiscing placerat augue phasellus.",5,18961,51507
6720,"Nulla proin leo dis.",5,18969,51504
6721,"Morbi metus.",5,18971,51504
6722,"Class metus.",5,18973,3198
6723,"Velit curae ligula eu netus nostra pellentesque dapibus risus quam rhoncus.",5,18976,10280
6724,"Etiam vitae nisi ante at justo sollicitudin hendrerit massa mi lacus.",5,18979,51497
6725,"Velit metus euismod.",5,18980,51497
6726,"Magna risus mus nisi rutrum.",5,18981,51496
6727,"Neque morbi nam ante.",5,18988,51494
6728,"Magna donec curabitur.",5,18991,51493
6729,"Etiam proin lorem pede maecenas nam ve taciti.",5,18992,51492
6730,"Purus netus pede a.",5,18995,51490
6731,"Magna massa dictumst hymenaeos id at diam.",5,18995,5299
6732,"Lacus metus taciti nec.",5,19002,51488
6733,"Netus magna platea montes est varius praesent commodo integer quam ac inceptos leo.",5,19002,4197
6734,"Nulla morbi nostra cras suspendisse lacinia mus eu.",5,19007,51484
6735,"Massa curae a ante parturient arcu.",5,19008,51483
6736,"Purus metus.",5,19009,51482
6737,"Felis justo praesent eu platea venenatis dui mus consectetuer platea.",5,19011,51481
6738,"Magna proin turpis in quam quis lacus tempus parturient consectetuer.",1,19011,1199
6739,"Justo velit mattis class sapien ac.",3,19019,51478
6740,"Velit justo viverra taciti eros.",1,19019,12157
6741,"Magna curae erat montes posuere ve.",5,19031,51472
6742,"Massa risus nulla congue dolor fames primis.",5,19036,51469
6743,"Vitae velit potenti rutrum donec.",5,19043,51461
6744,"Dolor nulla elit curae consequat.",2,19044,51459
6745,"Morbi velit sed duis tempor elit.",5,19052,51454
6746,"Fusce lorem condimentum ante hendrerit ad vulputate a imperdiet.",5,19053,51453
6747,"Class proin nisl curae donec semper sollicitudin dapibus.",4,19053,12374
6748,"Etiam porta quam facilisi.",5,19054,51453
6749,"Risus massa felis enim.",3,19057,51450
6750,"Massa netus semper donec gravida ornare id ultricies venenatis.",5,19058,51449
6751,"Etiam ipsum arcu dapibus tincidunt urna sociis posuere hendrerit eros.",5,19061,51447
6752,"Magna donec conubia cubilia lectus proin mus taciti faucibus ultricies.",5,19065,51446
6753,"Augue porta volutpat ut justo consectetuer.",2,19065,11098
6754,"Etiam magna sociis dignissim.",5,19066,51445
6755,"Curae augue.",5,19069,51441
6756,"Risus proin.",5,19070,51440
6757,"Fames lorem justo lacinia imperdiet nostra ad.",5,19073,51437
6758,"Porta neque nec nonummy felis curae dis nunc montes.",5,19079,51434
6759,"Metus proin.",5,19082,51433
6760,"Nulla etiam libero at nascetur nostra nulla.",3,19088,51429
6761,"Fames purus per porta sed cubilia tempus sed eget dis libero.",5,19090,51427
6762,"Velit fusce mus duis proin donec nec.",3,19091,51426
6763,"Felis justo a dapibus sociis mauris cubilia quam faucibus pretium laoreet.",5,19094,51425
6764,"Velit augue pharetra imperdiet mus consectetuer mauris.",5,19099,51421
6765,"Metus etiam suspendisse cum magnis libero hac lectus lobortis curabitur et.",5,19101,51421
6766,"Curae morbi torquent in dis ipsum malesuada class hymenaeos eget per auctor vehicula dolor.",4,19101,1395
6767,"Fusce class laoreet velit metus tortor mattis nec laoreet mus praesent a consectetuer.",5,19108,51414
6768,"Donec proin a primis malesuada netus id platea.",5,19109,51414
6769,"Metus fames.",5,19111,51414
6770,"Dolor proin mus.",5,19113,51412
6771,"Felis etiam leo dolor.",2,19121,51407
6772,"Morbi fames netus lectus ac nulla.",5,19125,51406
6773,"Felis fusce sem diam malesuada vel netus vulputate dignissim enim dis nam vel.",1,19125,11490
6774,"Vitae felis lorem proin platea parturient massa viverra quisque lectus vulputate morbi in at ridiculus et netus.",1,19131,51401
6775,"Fames ipsum ornare interdum tristique eget hymenaeos.",5,19131,2070
6776,"Lacus metus justo sociosqu neque id dui consequat posuere ante dis et quam.",3,19132,51401
6777,"Ipsum netus.",1,19133,51401
6778,"Porta purus urna.",5,19135,51399
6779,"Neque fusce natoque eu turpis eros tristique risus.",5,19141,51397
6780,"Massa velit.",5,19143,51395
6781,"Dolor magna.",3,19153,51390
6782,"Justo donec.",1,19153,11192
6783,"Justo ipsum lorem pharetra.",2,19158,51384
6784,"Purus porta nec.",3,19162,51381
6785,"Dolor ipsum purus eleifend at mattis lacinia enim duis.",3,19162,5399
6786,"Justo proin.",5,19165,9335
6787,"Velit neque proin consequat condimentum nec erat praesent mauris tempor.",3,19167,51379
6788,"Lorem porta eget urna sodales eget ut.",5,19168,51378
6789,"Curae velit interdum per at tempus.",5,19174,2518
6790,"Porta curae primis congue lacus et aptent senectus nunc sodales justo ac rutrum vivamus quis.",5,19189,150
6791,"Fames porta eleifend parturient.",3,19192,51357
6792,"Netus felis habitant ante magnis quam vel egestas sociosqu lectus euismod ut tempor.",5,19195,51357
6793,"Vitae neque hac curae platea pellentesque iaculis magna egestas.",5,19197,51355
6794,"Dolor lacus.",5,19198,51355
6795,"Velit nulla montes congue arcu dis tincidunt neque vehicula.",5,19205,51346
6796,"Donec vitae tellus vestibulum sollicitudin laoreet metus eros a.",5,19208,51343
6797,"Magna fusce a blandit aptent ad molestie quam ultricies.",1,19211,51340
6798,"Morbi etiam per nisl eros urna mi curae aptent.",5,19211,2005
6799,"Curae purus.",5,19218,51335
6800,"Neque purus tellus nascetur feugiat in sodales diam ante fringilla eu.",5,19218,7267
6801,"Proin vitae mollis aptent etiam.",5,19219,56
6802,"Porta fusce.",5,19231,51331
6803,"Lorem fusce lobortis cras facilisi proin porta ultrices.",2,19233,51330
6804,"Porta nulla enim rutrum pretium quis a nibh eu.",5,19236,51329
6805,"Netus proin pede fusce.",5,19238,51326
6806,"Velit vitae donec platea habitant gravida.",5,19239,51325
6807,"Lorem class elit euismod diam nam pede sem nonummy senectus.",5,19239,165
6808,"Purus felis euismod semper risus id mattis.",5,19246,51324
6809,"Donec neque mattis dis duis.",5,19249,51323
6810,"Dolor purus rhoncus pede consequat sem dolor mauris congue eu mi.",5,19251,51321
6811,"Fames ipsum neque diam commodo.",5,19252,51319
6812,"Ipsum netus tempus erat ac proin.",5,19259,51315
6813,"Lacus dolor.",5,19268,51309
6814,"Etiam donec.",5,19269,51309
6815,"Augue velit etiam tempor nibh fringilla accumsan pharetra ligula.",3,19274,51304
6816,"Porta neque fusce sit augue taciti varius neque adipiscing scelerisque tempor ve.",5,19278,51301
6817,"Curae augue.",5,19279,51300
6818,"Lacus porta erat interdum auctor nonummy.",5,19279,3115
6819,"Donec porta odio natoque sed habitant.",5,19281,51298
6820,"Morbi purus tortor orci amet augue.",5,19285,51293
6821,"Metus netus hac eget fringilla erat nec amet conubia at eu nibh class.",5,19286,51291
6822,"Metus felis sed quam urna eget ridiculus pellentesque.",5,19287,51291
6823,"Vitae felis magnis sollicitudin porttitor magnis in praesent.",5,19289,51289
6824,"Risus class.",5,19293,51289
6825,"Netus fames faucibus.",5,19296,51286
6826,"Netus ipsum nisl praesent odio enim arcu netus ve sapien.",5,19298,51284
6827,"Purus risus.",5,19298,7042
6828,"Vitae morbi.",5,19299,51283
6829,"Morbi nulla proin iaculis dictum quam nisl quisque at.",5,19300,51283
6830,"Fusce fames per diam a.",5,19303,51280
6831,"Class dolor suscipit justo eni elit sollicitudin parturient nisi elementum interdum ac ullamcorper.",5,19303,5415
6832,"Magna class metus auctor pellentesque commodo dis eu consectetuer tellus etiam adipiscing.",5,19309,51277
6833,"Donec porta quam.",5,19317,51272
6834,"Felis curae quisque senectus id scelerisque orci.",5,19318,51272
6835,"Augue risus a nostra elit rutrum.",5,19323,51270
6836,"Risus fusce natoque nibh.",5,19328,51267
6837,"Magna augue.",4,19333,51265
6838,"Augue morbi ipsum ligula sed cum integer.",5,19333,9858
6839,"Etiam porta mauris hendrerit bibendum tempus tellus curae non aliquet augue eu lorem sociis.",2,19334,51265
6840,"Curae purus fusce nisi euismod id quis fames eu dis quam ultrices.",5,19337,51263
6841,"Lorem nulla facilisi massa turpis netus felis nam ante.",5,19340,51258
6842,"Nulla netus eni odio iaculis mollis per eu a montes.",5,19341,51257
6843,"Metus lacus tempus platea laoreet feugiat tellus eni.",5,19341,103
6844,"Proin velit molestie fames.",5,19343,51257
6845,"Netus morbi elit viverra cursus porta fames congue purus mi aenean nam conubia mi varius.",1,19343,3733
6846,"Fames velit euismod vivamus dignissim.",5,19345,8990
6847,"Lacus massa lectus primis interdum imperdiet etiam torquent morbi a.",3,19351,51252
6848,"Netus risus accumsan vel tortor taciti.",5,19352,51251
6849,"Risus donec platea tempor.",4,19358,8052
6850,"Metus nulla lorem a tortor arcu tempus mauris viverra.",5,19360,51248
6851,"Velit purus.",5,19361,51247
6852,"Magna proin vivamus orci placerat nulla velit sed fusce nec.",5,19364,51247
6853,"Class metus placerat class arcu viverra commodo mauris non quis eleifend.",5,19369,51244
6854,"Fames metus sit cras diam ultrices a sollicitudin duis vivamus.",5,19381,51238
6855,"Velit purus nostra amet mollis.",5,19385,51235
6856,"Vitae donec.",5,19385,4504
6857,"Morbi fames sit mattis luctus penatibus.",4,19386,51234
6858,"Morbi class.",5,19387,51233
6859,"Augue magna etiam vivamus nostra taciti purus parturient scelerisque.",5,19387,5660
6860,"Nulla massa erat tincidunt tellus.",5,19389,51231
6861,"Ipsum donec nam curae risus.",4,19392,51228
6862,"Felis metus.",5,19406,51219
6863,"Lorem netus sapien morbi gravida sit litora sodales egestas.",5,19409,51218
6864,"Lorem porta fermentum habitant augue.",2,19409,9509
6865,"Curae metus nibh litora adipiscing pulvinar ipsum.",4,19411,51218
6866,"Neque magna ultrices parturient aliquet quam dolor magnis hendrerit porta.",4,19412,51217
6867,"Dolor lacus.",5,19413,51216
6868,"Velit netus fusce vehicula leo.",5,19415,51215
6869,"Metus netus orci dui tempor sociosqu vestibulum dictum.",5,19415,924
6870,"Vitae fusce tempor varius curae torquent vitae sit nascetur hendrerit a imperdiet augue.",5,19416,51213
6871,"Class netus ultricies magnis vestibulum pellentesque posuere curabitur.",5,19421,51209
6872,"Magna massa tellus lacinia ut nostra nibh sollicitudin.",5,19423,51207
6873,"Purus metus est amet mi sem et lacinia.",4,19423,12599
6874,"Etiam massa.",5,19434,51200
6875,"Vitae etiam.",4,19435,4683
6876,"Proin lorem erat est ac taciti placerat vivamus urna elit tincidunt.",5,19436,51200
6877,"Fusce massa pulvinar lorem id ut sem vitae posuere.",4,19436,9104
6878,"Etiam donec augue justo congue varius nibh.",4,19439,51198
6879,"Proin vitae diam a amet.",2,19447,51194
6880,"Massa augue lectus rutrum nulla imperdiet mus imperdiet.",5,19448,51193
6881,"Morbi felis.",5,19461,51186
6882,"Proin dolor eni neque ridiculus dapibus dolor ad hymenaeos.",5,19464,51184
6883,"Curae netus tempus turpis metus leo.",5,19466,51183
6884,"Augue fusce nec eros vehicula consequat ligula sit.",5,19471,51179
6885,"Fames neque.",1,19471,8612
6886,"Justo fames.",5,19472,51179
6887,"Fames donec nulla.",1,19477,51175
6888,"Nulla magna amet.",2,19479,51175
6889,"Curae augue odio fames arcu ad pellentesque egestas vel.",4,19480,51175
6890,"Neque magna a nonummy nostra enim phasellus.",5,19484,51171
6891,"Nulla lorem rutrum vestibulum lacus odio.",5,19488,51167
6892,"Curae magna.",5,19498,51163
6893,"Magna netus elit a nulla et.",5,19504,51159
6894,"Etiam lorem risus per elit nec nullam nisi.",5,19507,51157
6895,"Nulla class pulvinar fermentum nam.",5,19511,51155
6896,"Metus purus.",5,19512,51154
6897,"Class morbi non nibh id cursus.",2,19517,51151
6898,"Metus felis lacus.",1,19529,626
6899,"Dolor neque potenti duis massa feugiat et hendrerit a.",3,19531,51140
6900,"Velit proin.",5,19532,51139
6901,"Augue curae commodo habitasse ad malesuada massa in nulla.",5,19532,584
6902,"Metus netus nostra morbi placerat vitae.",5,19535,51138
6903,"Donec fames primis urna platea elementum hac.",5,19538,51137
6904,"Nulla metus euismod varius hendrerit justo eget quisque dolor class curae ante.",5,19539,51136
6905,"Metus fames ridiculus purus est parturient vestibulum ve rutrum etiam.",5,19540,51135
6906,"Lorem metus.",5,19544,51132
6907,"Velit fames.",1,19544,2391
6908,"Proin magna.",5,19553,51127
6909,"Dolor risus.",5,19554,51126
6910,"Metus dolor conubia turpis dui luctus venenatis ac semper enim.",2,19554,10491
6911,"Proin purus dapibus cubilia dictum elit.",5,19555,51125
6912,"Class metus.",1,19557,3269
6913,"Curae nulla tellus ad risus.",5,19561,51122
6914,"Felis risus dis cras proin praesent ac condimentum diam amet sagittis condimentum dis nostra pretium orci odio.",5,19562,51122
6915,"Neque lorem tortor orci fusce nisi.",5,19563,51122
6916,"Ipsum fusce nostra augue fusce integer eu.",5,19563,2651
6917,"Netus metus taciti consectetuer viverra nisi enim praesent quisque.",5,19570,51117
6918,"Morbi augue tempor et amet interdum a sollicitudin nisl metus donec nulla tempor.",5,19574,51116
6919,"Donec porta non odio volutpat leo aliquam dictum nisi eros imperdiet quis sit.",5,19576,51116
6920,"Justo neque sapien.",2,19576,11803
6921,"Risus justo sed fusce ipsum morbi.",5,19578,51116
6922,"Class vitae senectus lorem ad varius laoreet.",3,19578,9696
6923,"Metus purus curabitur adipiscing sit.",5,19584,51110
6924,"Risus donec sapien tristique commodo taciti id quam odio parturient.",1,19584,7849
6925,"Velit felis tempor curabitur malesuada elit non.",5,19587,51108
6926,"Fusce massa eleifend ad condimentum quam magnis.",5,19587,8779
6927,"Curae lorem lacinia tristique sit morbi tristique pulvinar ante sapien turpis euismod mauris vitae proin sed fusce.",5,19591,51106
6928,"Justo porta nibh.",2,19592,51104
6929,"Donec proin sagittis ipsum donec porta rutrum vel feugiat nisi conubia nisl ipsum risus.",1,19592,473
6930,"Justo velit hymenaeos vestibulum erat vitae tristique.",5,19593,2853
6931,"Nulla justo.",3,19601,51099
6932,"Proin fusce risus urna potenti ad.",5,19605,51098
6933,"Nulla etiam felis.",2,19607,51097
6934,"Fusce lacus non nunc non.",1,19612,51094
6935,"Purus porta quam augue dictum et duis justo mi torquent nisl cubilia.",3,19612,10240
6936,"Fames donec feugiat varius erat per mi varius.",5,19614,51093
6937,"Ipsum etiam.",5,19617,51091
6938,"Purus lorem placerat consequat pellentesque natoque risus sem nisi aliquam.",5,19619,51089
6939,"Etiam fames.",5,19619,11308
6940,"Porta curae.",5,19622,51087
6941,"Donec fames ultrices penatibus a.",1,19627,51083
6942,"Justo massa per lobortis dapibus gravida nunc id ipsum quam purus aliquam.",5,19630,51081
6943,"Proin class ullamcorper maecenas integer natoque nibh porttitor nullam.",1,19633,51077
6944,"Metus nulla.",4,19638,51071
6945,"Augue curae senectus phasellus ante eni turpis ultricies leo metus.",1,19647,51065
6946,"Augue morbi.",1,19649,51062
6947,"Lacus magna vel augue curae.",5,19650,51061
6948,"Etiam porta.",5,19665,51050
6949,"Class magna mauris.",3,19666,51050
6950,"Felis morbi felis nullam lorem massa accumsan mi.",1,19666,12110
6951,"Nulla fusce ligula.",5,19674,51049
6952,"Velit felis ornare in ve nunc eu quis cras.",5,19677,51047
6953,"Augue lacus suscipit sed viverra vehicula.",5,19679,51046
6954,"Dolor netus duis ad mauris purus ullamcorper dictumst lacus.",5,19684,51043
6955,"Velit fames luctus vitae vestibulum et porttitor a non imperdiet tortor suscipit bibendum donec ut fames.",5,19687,51043
6956,"Donec etiam sem arcu cum tempor.",5,19688,51043
6957,"Felis purus ipsum.",2,19691,51042
6958,"Augue proin tristique.",5,19692,51042
6959,"Metus dolor proin fames scelerisque arcu nisi euismod a turpis.",5,19693,51042
6960,"Felis magna inceptos.",5,19699,51039
6961,"Vitae netus posuere viverra hendrerit elit lacinia et accumsan tortor parturient pellentesque natoque.",5,19705,51034
6962,"Felis porta tempus ac quam imperdiet porta.",5,19706,51033
6963,"Class felis accumsan sed.",4,19708,51031
6964,"Dolor porta sem gravida mi vel.",5,19710,51028
6965,"Morbi neque dictum eu eni cursus commodo nibh faucibus eu ullamcorper diam rutrum aptent.",5,19710,4411
6966,"Justo lacus ante nullam tempor sagittis eros pharetra sem.",5,19712,51026
6967,"Porta donec a rutrum.",2,19725,51017
6968,"Etiam netus per vestibulum mollis ad taciti a pharetra amet dui enim class pretium.",5,19727,51016
6969,"Fames vitae facilisis augue eros lacinia nunc.",5,19734,51013
6970,"Lorem felis nostra consectetuer dignissim libero sagittis hendrerit a netus in purus eros.",3,19735,51013
6971,"Justo morbi amet nullam senectus morbi ornare id et.",5,19739,51011
6972,"Massa magna aenean mattis dis quis faucibus sem.",5,19747,51005
6973,"Justo proin duis proin dictum tortor nulla quisque.",3,19753,51001
6974,"Morbi purus fusce magna libero.",5,19753,72
6975,"Curae donec sem velit vel accumsan.",5,19755,51001
6976,"Netus massa orci cras metus euismod mus ac pretium nibh.",5,19760,50998
6977,"Neque velit dui ridiculus litora fames sociosqu lorem consectetuer penatibus porta ante porttitor.",5,19763,50995
6978,"Lacus morbi semper aptent purus morbi nec.",5,19770,50989
6979,"Magna class nonummy eget augue turpis.",1,19771,50988
6980,"Etiam morbi.",5,19773,50986
6981,"Velit metus habitant erat nascetur consectetuer platea dolor cum odio phasellus nunc erat.",5,19782,50981
6982,"Neque proin.",5,19784,50980
6983,"Fusce etiam amet condimentum laoreet sollicitudin tristique.",5,19785,50978
6984,"Fames etiam nostra.",5,19785,269
6985,"Fames curae tristique elit dui enim nibh lectus sociis netus.",5,19786,50977
6986,"Metus morbi felis semper lectus.",5,19789,50976
6987,"Netus neque.",5,19794,50974
6988,"Netus morbi.",5,19796,50973
6989,"Proin justo auctor mi non enim faucibus fusce.",2,19797,50972
6990,"Porta dolor pharetra ipsum sollicitudin.",4,19798,50972
6991,"Class porta ligula hymenaeos dapibus ligula hendrerit potenti donec.",5,19801,50969
6992,"Lacus magna montes fusce feugiat litora augue adipiscing sociosqu ipsum metus condimentum.",5,19806,50964
6993,"Fames neque litora nisi.",5,19812,50960
6994,"Augue lacus.",5,19813,50960
6995,"Porta netus.",5,19819,50957
6996,"Porta metus purus porttitor proin.",5,19822,50956
6997,"Neque fusce purus vitae etiam suscipit vulputate et.",5,19823,50953
6998,"Vitae fusce tellus volutpat quam vel facilisi lacus.",1,19826,50951
6999,"Augue porta maecenas hymenaeos vel quam phasellus habitasse adipiscing nec adipiscing venenatis ipsum.",5,19829,50949
7000,"Fames fusce condimentum at semper eu augue consectetuer morbi eros tempus iaculis diam.",5,19830,50948
7001,"Ipsum justo augue nam.",5,19830,3932
7002,"Justo class lacinia mauris luctus vitae fames per aptent.",5,19832,50946
7003,"Porta velit aliquet gravida dignissim nibh.",2,19832,4292
7004,"Proin netus.",5,19837,50944
7005,"Vitae velit proin magna nunc maecenas viverra consequat nunc suspendisse leo tellus nonummy ac id et dictum orci quisque.",2,19840,50941
7006,"Purus donec suscipit nisi.",2,19840,5165
7007,"Purus vitae erat sociosqu velit vel ornare aptent viverra tempus orci semper.",5,19842,50940
7008,"Risus purus auctor non viverra mi.",5,19843,50938
7009,"Class proin ridiculus adipiscing euismod diam pharetra parturient venenatis nisl lacinia.",5,19845,50936
7010,"Neque class magna mattis proin adipiscing maecenas urna arcu sem viverra et.",3,19846,50936
7011,"Purus vitae facilisi magna penatibus sit fames viverra lacus.",5,19847,50935
7012,"Lacus etiam dictum ultricies purus curae suscipit augue ut at.",5,19848,50935
7013,"Fames justo.",3,19851,50932
7014,"Etiam fusce pretium.",5,19851,12204
7015,"Ipsum justo suspendisse nascetur elementum dui inceptos feugiat tincidunt orci nam quis quam venenatis.",2,19859,50924
7016,"Proin dolor non arcu parturient.",5,19860,50924
7017,"Metus massa hac justo dignissim.",5,19862,50924
7018,"Nulla massa.",5,19865,50922
7019,"Netus magna interdum parturient dapibus amet ac orci id.",4,19869,50919
7020,"Velit lorem.",3,19870,430
7021,"Lorem class dolor.",5,19871,50916
7022,"Purus felis nullam luctus habitasse posuere sem in.",5,19875,50913
7023,"Neque risus montes velit blandit ultrices.",5,19875,5173
7024,"Felis porta magnis congue netus ut luctus metus.",1,19883,50909
7025,"Dolor velit nec.",1,19885,50908
7026,"Proin augue risus vitae platea donec scelerisque maecenas.",5,19888,50908
7027,"Vitae nulla vel eros ultrices vel massa parturient nascetur.",5,19889,50908
7028,"Felis porta augue pulvinar per eget egestas mi commodo.",5,19891,50908
7029,"Metus fames sed.",5,19902,50901
7030,"Donec risus sem justo.",5,19909,50895
7031,"Massa etiam.",5,19921,50886
7032,"Morbi lacus vitae nonummy hac ridiculus augue et.",5,19923,50886
7033,"Vitae dolor lacinia volutpat mauris.",5,19926,50885
7034,"Metus felis sagittis.",5,19928,50885
7035,"Fames ipsum euismod curabitur arcu.",5,19929,50885
7036,"Felis curae mattis felis natoque est nunc elementum est venenatis bibendum neque justo sem erat eu.",1,19931,2553
7037,"Neque morbi congue.",5,19932,50884
7038,"Dolor metus vel arcu.",5,19935,50881
7039,"Augue magna rhoncus fringilla.",4,19939,50880
7040,"Lorem netus orci feugiat litora eni posuere at pede elit diam dis nullam inceptos.",5,19940,50880
7041,"Magna neque taciti.",5,19944,50878
7042,"Metus velit.",5,19944,11081
7043,"Augue porta semper per ornare.",5,19945,50878
7044,"Risus netus dictum ullamcorper massa imperdiet potenti tellus morbi mi dolor lorem ultricies laoreet mauris.",5,19946,50877
7045,"Porta augue dui laoreet.",1,19948,50876
7046,"Curae lorem.",5,19948,7846
7047,"Etiam neque.",5,19949,50875
7048,"Porta augue semper ornare felis phasellus adipiscing aliquet pede imperdiet id.",5,19949,8262
7049,"Fusce purus primis vestibulum vehicula duis leo ante in dis.",5,19951,50873
7050,"Metus velit.",5,19953,50870
7051,"Justo nulla.",5,19956,50868
7052,"Nulla morbi vel dictum habitant vulputate lorem dignissim id etiam.",5,19957,50868
7053,"Fusce netus semper.",5,19962,50864
7054,"Massa donec enim blandit ut luctus imperdiet.",5,19963,50863
7055,"Felis proin mollis quam.",5,19964,50862
7056,"Nulla fames curae etiam ante luctus parturient risus nibh elementum.",5,19967,50860
7057,"Velit ipsum natoque taciti curae.",1,19967,86
7058,"Justo donec primis et phasellus risus.",2,19968,50860
7059,"Purus vitae integer potenti faucibus urna curabitur ve nulla sem eros nunc in vitae at.",3,19974,50857
7060,"Dolor purus suspendisse vehicula.",5,19975,50855
7061,"Class risus odio dis vel id morbi dui felis fames.",5,19975,8726
7062,"Felis porta nonummy elit parturient diam tempus congue vitae fusce platea vulputate suscipit mauris.",1,19977,3213
7063,"Magna nulla.",5,19984,50850
7064,"Magna augue diam tellus sagittis lorem ligula.",1,19985,50849
7065,"Etiam neque a amet metus vitae vel ipsum fringilla.",5,19988,50847
7066,"Lacus augue congue felis purus fames luctus dictumst malesuada eget nam.",2,19989,50847
7067,"Curae metus justo molestie duis commodo.",2,19990,1302
7068,"Justo nulla.",5,19996,50843
7069,"Morbi nulla tellus luctus ve posuere cras eni lectus.",5,19997,50842
7070,"Dolor fames morbi per cubilia augue lacinia et nec scelerisque.",5,19998,50841
7071,"Magna morbi condimentum dui lectus lacinia hac.",5,19998,6505
7072,"Ipsum augue vehicula lorem.",5,20002,50837
7073,"Morbi curae.",4,20004,50836
7074,"Fames nulla mattis consectetuer malesuada netus mi.",5,20004,4879
7075,"Dolor fusce vel nunc pharetra condimentum sem nostra posuere.",3,20009,50836
7076,"Dolor felis lacinia ipsum ad eni tempor.",2,20016,50831
7077,"Donec felis montes nibh sollicitudin molestie justo est dolor mus arcu praesent.",5,20017,50831
7078,"Justo massa mus vitae.",5,20017,6769
7079,"Porta justo ultricies nisl congue porttitor blandit platea nulla vestibulum.",5,20018,50831
7080,"Risus magna.",5,20021,50829
7081,"Class fusce.",5,20022,50829
7082,"Purus netus felis egestas.",3,20033,50821
7083,"Risus metus ligula felis sit pede a orci mi.",4,20034,50821
7084,"Justo risus scelerisque eget erat.",2,20034,10017
7085,"Justo vitae lorem mollis ac suscipit purus.",5,20042,50816
7086,"Fusce augue.",2,20042,10782
7087,"Vitae dolor malesuada commodo tellus ipsum vulputate auctor.",5,20043,50815
7088,"Velit felis montes amet ve.",5,20048,50812
7089,"Magna lorem elit ve pede mauris adipiscing sagittis.",5,20053,50811
7090,"Velit curae erat ornare in donec inceptos metus ut lectus elementum et curabitur.",4,20058,50808
7091,"Augue fusce primis pede consectetuer faucibus metus ad.",5,20059,50808
7092,"Lorem risus ultrices magna est risus hymenaeos at semper.",5,20060,50807
7093,"Dolor fames praesent non class per est viverra purus.",2,20068,50800
7094,"Nulla porta varius velit pretium faucibus donec nisl integer ligula.",5,20068,12180
7095,"Curae netus.",5,20069,50800
7096,"Curae vitae accumsan at orci accumsan eni tempor varius ultricies et mauris a faucibus.",5,20070,50800
7097,"Proin fames ullamcorper lobortis tristique neque.",5,20072,50800
7098,"Augue lacus aliquet quisque dictum at ad congue.",5,20073,50800
7099,"Purus netus non vulputate commodo tellus fames pulvinar ad.",1,20075,50799
7100,"Etiam vitae neque platea risus velit nascetur parturient dignissim fusce eu cras nam.",1,20076,50799
7101,"Proin fames vivamus sem habitant a consectetuer duis.",5,20078,50798
7102,"Lacus donec non.",5,20083,50793
7103,"Velit donec condimentum at tortor pellentesque consequat velit eros aliquet ultricies.",3,20084,6763
7104,"Nulla augue tempus taciti elit sem.",5,20087,50792
7105,"Etiam massa placerat eni nostra.",5,20092,50791
7106,"Class fusce cubilia auctor purus elit tristique phasellus duis vivamus litora mi.",5,20094,3339
7107,"Lorem donec netus duis euismod lorem porta nisl cursus aliquam montes.",5,20095,50789
7108,"Etiam curae ipsum aptent.",5,20105,50779
7109,"Neque magna nostra.",5,20112,50774
7110,"Proin vitae lacus iaculis nonummy.",5,20119,50769
7111,"Vitae ipsum dictum facilisi scelerisque sit in porta eleifend etiam.",5,20121,50768
7112,"Felis risus.",5,20121,3345
7113,"Purus justo volutpat netus ac non scelerisque.",5,20124,50765
7114,"Ipsum lorem.",5,20128,50763
7115,"Metus lacus etiam mauris ipsum felis tempor velit et metus dui nisi.",5,20130,50762
7116,"Fusce morbi.",5,20131,50761
7117,"Purus velit per taciti gravida nisi accumsan netus mi risus vulputate pretium libero arcu.",5,20131,2542
7118,"Vitae purus.",5,20132,50761
7119,"Proin massa feugiat per at amet accumsan consectetuer turpis.",2,20133,50760
7120,"Vitae fames morbi.",3,20133,282
7121,"Morbi class varius aliquam at congue dis eu rutrum vitae sed semper.",5,20136,50759
7122,"Donec neque bibendum vestibulum ornare cum tempor.",2,20136,11577
7123,"Etiam vitae.",5,20140,50756
7124,"Metus purus nascetur ridiculus nascetur nunc ac consectetuer nunc nulla dapibus risus.",5,20140,7402
7125,"Fames proin per pede a erat ipsum conubia euismod ornare dui.",5,20142,50756
7126,"Morbi vitae dictum porta elementum lorem augue interdum ac.",2,20149,50752
7127,"Purus risus curae cum congue a suscipit mus.",1,20149,459
